CustomerID,Gender,Age,Location,MembershipPeriod,PreferredCategory,VisitFrequency,AvgSessionTime,PagesViewed,PurchaseFrequency,AvgOrderValue,TotalSpent,LastPurchaseDaysAgo,DiscountUsed,CustomerSatisfaction,ReturnCount,ComplaintHistory,AppUsage,CartAbandonRate,CLV,ChurnRisk
C0496,Male,59,Ahmedabad,36,Electronics,5,42.06,7,3.88,5680.68,22487.74,14,1,1,9,4,High,0.78,56813.43,1
C0497,Female,37,Hyderabad,4,Books,3,20.52,7,3.25,804.94,2651.15,70,1,1,10,0,High,0.15,660.99,1
C0498,Male,26,Hyderabad,56,Toys,5,41.91,14,10.26,4140.52,42509.89,5,1,3,2,2,Medium,0.4,214274.49,0
C0499,Female,34,Ahmedabad,39,Sports,8,16.43,15,6.72,2875.14,18532.86,152,1,3,1,2,High,0.05,58291.2,1
C0500,Female,44,Ahmedabad,7,Electronics,8,34.7,5,7.12,5272.21,35564.03,157,1,5,6,4,Low,0.12,25215.62,1
C0501,Female,64,Kolkata,58,Beauty,14,42.89,5,2.78,7145.34,21415.06,2,1,1,6,2,High,0.08,73709.04,1
C0502,Female,19,Hyderabad,55,Books,24,29.78,4,6.51,1266.28,7499.68,6,0,2,5,4,Low,0.44,28116.93,0
C0503,Male,53,Hyderabad,58,Fashion,22,31.14,9,4.9,3767.37,19037.54,34,1,5,9,1,Medium,0.7,115051.23,0
C0504,Female,36,Surat,16,Grocery,17,6.42,12,9.36,3558.59,30107.98,22,0,1,11,1,Low,0.31,34907.84,1
C0505,Female,34,Hyderabad,59,Beauty,11,22.39,16,3.65,2793.22,9570.97,132,0,3,10,4,High,0.03,47025.4,1
C0506,Male,22,Ahmedabad,48,Grocery,26,40.13,8,9.41,3997.28,36030.71,113,0,3,3,3,High,0.71,139842.66,1
C0507,Female,56,Mumbai,5,Electronics,16,12.36,9,5.98,7081.61,45621.41,134,0,2,11,3,Medium,0.21,13892.73,1
C0508,Female,35,Pune,47,Sports,28,35.9,12,5.52,7797.2,39922.13,67,1,1,2,0,High,0.72,121840.64,1
C0509,Female,24,Bangalore,23,Books,6,31.06,7,4.93,321.89,1725.87,77,1,4,6,3,Medium,0.01,3373.29,1
C0510,Female,34,Ahmedabad,36,Fashion,28,11.59,4,10.27,5990.54,65404.4,90,0,5,10,0,Low,0.31,199497.83,0
C0511,Female,56,Hyderabad,32,Books,11,14.16,3,8.66,5036.13,45174.63,116,0,1,2,4,Low,0.62,84190.51,1
C0512,Male,53,Delhi,24,Beauty,10,20.39,1,12.85,7957.74,100452.04,87,0,4,8,4,Medium,0.87,269829.47,1
C0513,Female,57,Kolkata,25,Fashion,23,7.38,7,4.0,992.47,4291.64,68,1,3,9,4,Medium,0.75,8186.04,1
C0514,Female,62,Kolkata,45,Grocery,9,41.27,9,1.08,6547.37,7110.69,162,1,3,7,0,High,0.45,27730.92,1
C0515,Male,21,Pune,28,Grocery,28,33.79,2,3.14,7491.25,22916.62,101,1,4,6,2,Low,0.72,68986.04,0
C0516,Male,55,Ahmedabad,19,Home Decor,24,17.69,7,5.48,7323.29,40818.88,162,1,4,1,0,Low,0.54,82051.32,0
C0517,Male,42,Pune,7,Books,27,14.89,10,3.1,4616.41,13544.57,57,1,2,9,2,Low,0.81,6149.14,0
C0518,Female,22,Mumbai,44,Toys,28,31.65,2,1.71,2822.18,4606.71,165,0,1,2,1,Low,0.77,14228.74,1
C0519,Female,47,Jaipur,58,Sports,24,20.24,13,6.96,5227.26,39432.81,134,1,3,7,1,Low,0.98,169575.07,1
C0520,Male,29,Chennai,41,Toys,15,11.86,3,10.32,2656.75,29029.42,71,0,5,11,2,Low,0.1,113502.41,0
C0521,Female,21,Delhi,17,Grocery,7,20.5,13,11.4,3474.47,39715.91,173,0,3,10,2,Medium,0.34,54228.65,1
C0522,Male,41,Chennai,2,Sports,18,39.47,10,6.28,3732.08,23046.37,169,0,1,2,3,High,0.19,2927.28,1
C0523,Female,46,Jaipur,16,Home Decor,1,4.95,12,7.43,2625.02,20703.66,103,0,4,7,2,Low,0.63,32284.9,1
C0524,Female,26,Delhi,39,Beauty,15,17.84,3,11.45,2932.07,34046.48,133,1,2,3,2,High,0.66,79229.83,1
C0525,Female,21,Chennai,18,Home Decor,2,43.38,6,5.61,356.31,1964.93,60,1,3,4,4,Medium,0.2,3235.45,1
C0526,Male,41,Delhi,39,Sports,22,2.64,3,11.88,2587.51,30834.6,145,1,2,8,0,Medium,0.42,74268.7,1
C0527,Male,31,Pune,1,Grocery,29,40.3,2,14.53,3936.75,54143.12,109,1,4,10,2,High,0.6,5851.82,0
C0528,Male,22,Bangalore,3,Electronics,2,18.12,14,13.27,1632.16,20367.77,101,1,1,9,4,Medium,0.66,4551.98,1
C0529,Male,35,Surat,21,Sports,10,10.15,15,7.08,6503.0,50544.91,9,0,3,1,2,High,0.1,73690.14,0
C0530,Female,59,Delhi,30,Fashion,20,2.64,18,8.9,4439.81,43225.43,132,1,1,11,3,Low,0.92,85402.98,1
C0531,Female,36,Jaipur,11,Toys,15,5.03,19,10.89,6412.88,68730.44,170,1,5,2,2,Medium,0.03,74610.2,0
C0532,Female,29,Pune,22,Electronics,10,9.39,10,5.56,1286.4,7174.22,174,1,1,11,2,Low,0.97,11532.31,1
C0533,Female,35,Surat,47,Books,19,3.09,17,12.09,6617.94,85246.71,74,0,4,11,4,Medium,0.32,343619.19,0
C0534,Female,34,Pune,57,Sports,22,16.44,17,6.84,7678.62,54894.02,96,0,4,0,2,Medium,0.32,312353.3,0
C0535,Female,47,Mumbai,25,Fashion,28,3.93,19,12.78,3013.9,35432.76,129,1,5,7,4,High,0.45,89759.87,0
C0536,Female,41,Hyderabad,3,Toys,28,31.77,4,4.19,2486.43,10156.88,87,0,1,11,0,Medium,0.69,2043.08,0
C0537,Female,28,Kolkata,30,Books,13,37.21,11,0.66,5280.6,3311.04,115,0,4,10,4,Medium,0.16,10336.84,0
C0538,Male,52,Mumbai,24,Home Decor,24,40.16,17,9.67,5196.54,55201.53,145,0,4,8,0,High,0.25,118337.73,0
C0539,Male,40,Jaipur,45,Electronics,11,25.61,10,7.05,1166.0,8629.18,116,0,4,9,2,Medium,0.96,35789.67,0
C0540,Male,34,Ahmedabad,36,Sports,22,42.7,17,1.37,7436.04,9265.96,128,1,4,8,0,Medium,0.88,38634.51,0
C0541,Female,18,Ahmedabad,23,Beauty,2,2.24,12,7.57,3988.73,32610.49,91,1,2,2,1,High,0.21,49260.6,1
C0542,Female,32,Kolkata,54,Home Decor,21,7.76,10,2.94,6186.01,19743.51,79,0,3,4,1,High,0.57,79150.22,0
C0543,Male,49,Pune,8,Fashion,27,14.61,10,9.63,3066.75,28548.0,118,0,2,8,4,High,0.2,15696.16,1
C0544,Female,26,Bangalore,54,Beauty,13,35.93,6,6.95,2313.83,16537.75,7,0,4,4,3,Medium,0.55,85479.16,0
C0545,Female,32,Jaipur,4,Grocery,22,40.07,17,2.98,1156.79,3572.74,133,0,1,0,2,Medium,0.37,936.46,1
C0546,Male,45,Kolkata,50,Home Decor,25,28.58,19,6.47,2413.79,16334.2,116,0,2,0,1,Low,0.36,48416.16,1
C0547,Male,41,Surat,39,Toys,22,18.48,2,3.87,7949.42,31954.88,103,0,5,3,3,High,0.64,127315.85,0
C0548,Female,52,Surat,43,Home Decor,26,30.63,4,9.97,5366.29,54140.92,53,1,3,6,4,High,0.25,203103.55,0
C0549,Female,39,Ahmedabad,31,Toys,21,9.78,18,4.78,6481.42,33793.31,119,0,1,6,0,Low,0.4,65185.58,1
C0550,Female,44,Hyderabad,29,Sports,1,21.69,4,12.42,7680.52,95628.14,3,1,2,6,2,Low,0.93,193503.66,0
C0551,Female,36,Pune,59,Sports,26,23.82,6,0.71,908.23,594.66,62,1,3,5,0,Low,0.76,3480.24,0
C0552,Female,62,Ahmedabad,36,Fashion,5,6.51,14,6.35,1568.15,9122.15,32,1,2,0,2,Medium,0.38,25918.08,0
C0553,Female,29,Bangalore,13,Home Decor,21,3.46,7,9.45,7445.34,63581.21,2,0,5,10,1,Low,0.23,93504.76,0
C0554,Female,37,Kolkata,41,Sports,22,34.25,12,0.83,4647.06,3801.46,80,0,4,2,3,Medium,0.66,15850.01,1
C0555,Female,18,Delhi,9,Grocery,7,24.99,2,3.63,5188.34,17979.52,124,1,5,4,4,Medium,0.81,17067.36,1
C0556,Male,38,Bangalore,55,Toys,13,16.29,18,5.25,3592.78,20353.03,81,1,4,11,2,High,0.86,103048.83,0
C0557,Male,62,Delhi,21,Books,13,20.8,13,0.82,6571.1,5783.96,53,0,3,3,1,Medium,0.56,9392.24,0
C0558,Male,18,Pune,51,Books,20,43.18,13,8.43,4282.78,38543.32,140,0,2,10,4,Medium,0.52,128449.69,1
C0559,Female,27,Kolkata,3,Books,23,18.55,5,9.65,6661.2,69002.35,124,0,2,3,2,Medium,0.72,14121.47,1
C0560,Female,64,Surat,25,Sports,21,6.45,7,3.8,7939.84,28950.09,133,0,5,8,1,Low,0.18,68569.23,0
C0561,Female,49,Surat,25,Home Decor,6,21.93,12,8.38,5279.8,43590.94,4,0,1,6,4,Medium,0.85,69761.96,0
C0562,Male,56,Mumbai,12,Books,20,29.87,14,14.99,4371.86,63066.66,56,1,3,8,0,High,0.07,61735.92,0
C0563,Male,39,Surat,29,Electronics,12,2.52,1,13.36,3111.72,38131.04,80,0,4,6,3,High,0.6,128586.34,0
C0564,Male,35,Jaipur,11,Beauty,8,16.29,10,1.35,1799.16,2634.86,45,1,3,9,3,Low,0.59,2190.71,0
C0565,Male,63,Mumbai,52,Home Decor,9,18.92,9,2.35,5356.26,12879.05,148,1,5,2,0,High,0.31,65782.5,0
C0566,Female,49,Mumbai,11,Toys,18,21.94,10,7.67,782.31,5559.36,53,1,2,10,3,Low,0.04,4373.09,1
C0567,Male,44,Surat,49,Grocery,28,14.97,7,4.06,7663.41,29284.34,73,1,4,9,3,High,0.72,163240.04,0
C0568,Male,45,Ahmedabad,26,Home Decor,11,30.68,16,1.67,5286.18,8740.97,16,0,4,3,2,Medium,0.02,22951.31,0
C0569,Female,35,Hyderabad,53,Grocery,20,42.62,12,4.19,7687.09,29322.31,93,1,4,8,1,Low,0.18,176437.71,0
C0570,Male,56,Hyderabad,14,Home Decor,11,41.3,12,1.39,2396.51,3179.24,113,1,4,0,0,Medium,0.54,4215.42,0
C0571,Female,46,Jaipur,16,Books,24,30.57,19,8.18,7588.17,64596.86,30,0,3,2,1,High,0.94,85285.12,0
C0572,Female,35,Chennai,56,Beauty,24,23.8,13,7.61,5013.36,41359.51,20,0,3,10,3,Low,0.07,168816.88,0
C0573,Male,61,Ahmedabad,10,Beauty,15,37.51,18,0.59,6539.03,4188.84,106,1,5,3,1,Low,0.58,4141.11,0
C0574,Female,25,Chennai,31,Grocery,9,37.95,3,7.5,1677.71,12633.23,87,0,2,3,4,High,0.33,27312.81,1
C0575,Female,48,Delhi,31,Home Decor,3,37.67,7,8.04,4150.85,32119.05,36,0,2,6,0,Medium,0.67,63580.99,0
C0576,Female,51,Ahmedabad,36,Beauty,17,8.79,1,9.28,4680.99,47094.99,22,0,3,10,0,High,0.95,119983.74,0
C0577,Male,24,Kolkata,10,Fashion,25,3.09,3,14.57,3324.98,51222.16,129,0,5,3,0,Low,0.27,46439.32,0
C0578,Female,53,Chennai,26,Home Decor,17,44.28,14,14.75,2249.89,33764.05,21,0,1,9,2,High,0.96,53216.81,1
C0579,Female,35,Jaipur,20,Beauty,3,43.27,4,8.14,7266.77,63109.37,176,1,4,7,1,Medium,0.87,123989.32,1
C0580,Male,55,Jaipur,44,Electronics,19,26.27,19,12.76,954.95,12084.83,5,0,2,0,1,High,0.61,39223.21,0
C0581,Male,26,Ahmedabad,9,Electronics,9,44.7,6,1.73,1485.7,2370.91,120,0,4,2,2,Low,0.76,2385.06,1
C0582,Female,26,Mumbai,15,Fashion,17,35.13,9,8.2,2767.93,24686.37,168,0,2,9,0,High,0.86,21557.85,1
C0583,Female,63,Kolkata,9,Beauty,23,24.25,11,10.34,7382.23,76851.43,82,0,1,9,2,Medium,0.8,46388.08,1
C0584,Male,25,Pune,7,Electronics,18,18.74,15,8.69,4644.42,41936.4,79,1,2,5,2,Medium,0.33,19986.03,1
C0585,Female,52,Kolkata,26,Books,23,27.49,9,3.85,3173.44,11954.55,45,0,1,2,3,Low,0.81,23135.1,1
C0586,Male,35,Jaipur,24,Home Decor,15,24.18,11,1.41,3400.62,4445.56,159,1,2,7,0,Medium,0.31,6912.4,1
C0587,Male,22,Delhi,12,Sports,1,44.73,10,6.11,6750.89,39366.06,143,0,3,6,4,Medium,0.87,41443.37,1
C0588,Male,31,Chennai,20,Beauty,29,23.09,2,9.89,506.2,4549.41,58,1,4,4,3,High,0.26,9918.95,0
C0589,Male,45,Chennai,56,Toys,26,37.94,14,14.88,387.31,5287.8,45,0,5,1,0,High,0.57,31721.84,0
C0590,Male,47,Delhi,14,Fashion,10,36.99,4,3.93,654.85,2421.68,170,0,5,10,0,Medium,0.69,3605.75,0
C0591,Male,21,Bangalore,22,Beauty,8,5.07,2,13.81,3912.88,54696.24,152,1,2,4,0,Low,0.43,77724.57,0
C0592,Female,56,Ahmedabad,16,Grocery,10,5.74,5,1.49,4775.62,7817.12,38,0,5,8,1,High,0.78,11029.9,0
C0593,Male,37,Jaipur,29,Grocery,29,30.37,14,14.0,5108.41,76434.2,51,1,4,10,0,High,0.93,191423.56,0
C0594,Male,42,Hyderabad,32,Electronics,26,13.14,15,12.57,5929.76,68363.43,24,0,3,4,0,Low,0.19,198759.42,0
C0595,Female,45,Surat,19,Toys,2,30.27,19,0.8,1760.87,1505.15,91,1,3,11,4,Medium,0.03,2373.65,1
C0596,Male,29,Delhi,55,Grocery,19,8.22,6,4.82,2319.59,11261.62,161,1,1,2,0,Low,0.63,37754.1,1
C0597,Female,19,Delhi,35,Fashion,14,19.07,15,1.24,2175.0,2783.48,147,0,5,6,2,High,0.6,9889.75,0
C0598,Male,60,Kolkata,43,Toys,8,6.41,14,14.93,1448.63,20026.56,25,1,4,11,0,Low,0.34,88681.02,0
C0599,Male,31,Ahmedabad,32,Electronics,19,14.13,8,6.7,2181.85,14312.7,70,0,5,2,0,High,0.79,45667.8,0
C0600,Male,39,Ahmedabad,55,Fashion,1,5.8,12,10.1,5025.13,54652.94,49,1,4,7,0,Medium,0.83,306395.35,0
C0601,Male,48,Hyderabad,53,Home Decor,16,43.73,4,3.9,3121.37,11991.63,17,0,1,4,1,Low,0.33,44519.73,0
C0602,Male,40,Surat,20,Fashion,25,18.99,6,14.04,6212.93,80724.19,149,1,5,4,3,High,0.68,182104.3,1
C0603,Male,37,Ahmedabad,51,Grocery,24,40.75,11,4.48,4430.42,19098.32,43,1,3,5,1,Medium,0.64,86082.64,0
C0604,Male,55,Mumbai,40,Home Decor,15,43.76,7,4.27,1932.7,7792.99,82,0,1,10,4,Medium,0.34,21225.16,1
C0605,Male,21,Jaipur,20,Grocery,20,41.11,4,5.06,3898.84,20465.56,150,1,5,9,4,Low,0.97,40838.14,1
C0606,Male,32,Mumbai,8,Fashion,24,21.56,15,7.21,4868.94,37990.89,63,0,3,5,2,Medium,0.35,23203.36,0
C0607,Male,41,Bangalore,58,Grocery,5,35.49,1,0.77,6969.7,5617.28,24,0,3,2,2,High,0.62,27661.67,0
C0608,Male,42,Jaipur,35,Toys,3,8.61,9,9.17,6719.63,65853.71,33,0,4,10,4,Medium,0.38,218731.46,0
C0609,Female,18,Pune,42,Grocery,17,6.08,8,0.96,3583.89,3650.97,17,0,3,6,3,Low,0.01,12695.11,0
C0610,Female,24,Jaipur,13,Grocery,29,39.71,12,8.32,5287.1,39718.29,176,0,2,8,3,Medium,0.09,40780.79,1
C0611,Male,48,Jaipur,41,Beauty,10,3.34,7,7.14,2593.1,17123.8,44,0,5,11,4,Medium,0.23,80785.67,0
C0612,Female,29,Hyderabad,6,Home Decor,5,43.81,18,4.02,5174.13,20481.26,153,0,5,0,0,Low,0.81,12235.66,0
C0613,Female,59,Mumbai,47,Toys,11,30.9,1,5.28,7328.5,35692.48,107,0,4,3,1,Low,0.44,177090.36,0
C0614,Male,22,Surat,16,Home Decor,6,20.04,9,10.73,5108.98,57395.15,99,0,3,3,1,Low,0.59,78487.69,1
C0615,Female,61,Kolkata,5,Books,4,8.08,7,0.64,2639.04,1543.8,29,0,4,0,0,Medium,0.94,784.21,0
C0616,Female,59,Hyderabad,53,Home Decor,7,33.1,14,5.09,5258.67,26318.25,12,0,2,5,3,Medium,0.15,90402.83,0
C0617,Male,55,Jaipur,45,Books,19,26.21,1,10.36,7251.21,73504.23,100,1,4,1,1,Medium,0.86,312427.76,0
C0618,Male,29,Kolkata,51,Fashion,7,32.58,13,2.71,1355.26,3704.67,127,0,5,10,1,Low,0.38,17015.63,0
C0619,Female,56,Chennai,34,Books,14,19.97,15,8.63,4014.84,35544.6,137,0,4,10,2,High,0.34,120533.2,0
C0620,Female,35,Kolkata,6,Books,17,4.85,5,2.95,2772.09,8908.68,86,0,5,5,3,High,0.63,5299.89,0
C0621,Male,19,Delhi,59,Sports,23,15.54,5,2.74,2159.3,5645.73,53,1,1,0,4,High,0.9,21546.69,1
C0622,Male,27,Hyderabad,33,Fashion,17,15.55,14,11.7,3350.81,40505.94,61,0,2,9,4,Medium,0.35,91350.82,1
C0623,Male,32,Hyderabad,15,Home Decor,13,2.37,14,4.36,3333.55,13182.84,159,0,2,4,0,High,0.76,14183.54,1
C0624,Female,47,Delhi,15,Electronics,27,2.41,14,5.95,1920.33,10285.67,113,0,5,5,1,Medium,0.02,17543.9,0
C0625,Female,61,Chennai,14,Grocery,1,16.22,5,11.09,3407.91,34206.03,48,1,1,9,4,Medium,0.62,37134.79,1
C0626,Male,34,Ahmedabad,39,Grocery,2,33.29,11,3.1,5179.74,15893.13,108,0,3,1,0,Low,0.63,54378.52,0
C0627,Male,21,Ahmedabad,5,Sports,18,28.83,19,8.21,498.14,4134.73,79,1,4,0,2,Low,0.56,1896.29,0
C0628,Female,24,Ahmedabad,52,Electronics,4,12.28,5,13.81,7917.03,98536.59,47,0,3,6,3,Low,0.94,437336.85,1
C0629,Male,58,Ahmedabad,57,Beauty,13,27.92,4,8.53,2578.77,21541.18,161,0,1,0,1,Medium,0.94,90679.77,1
C0630,Male,48,Mumbai,26,Books,1,29.84,15,1.21,5102.07,5606.6,67,1,2,6,1,High,0.34,9800.75,0
C0631,Female,56,Delhi,48,Toys,4,24.47,7,9.05,2483.33,23163.12,64,1,3,0,0,Low,0.46,84833.57,0
C0632,Female,51,Chennai,17,Fashion,2,24.42,5,1.81,3330.23,6185.92,122,1,1,8,1,Medium,0.79,6747.18,1
C0633,Female,23,Jaipur,43,Beauty,4,17.9,15,4.59,4529.13,21970.27,145,0,2,4,3,Medium,0.84,63420.38,1
C0634,Female,55,Bangalore,47,Electronics,16,7.31,14,12.82,5011.26,64838.75,44,1,3,5,4,Medium,0.42,256788.34,0
C0635,Male,62,Hyderabad,52,Sports,4,18.58,3,0.66,6232.53,4214.62,5,1,2,6,0,Low,0.35,14463.04,0
C0636,Male,51,Kolkata,16,Electronics,25,16.85,5,1.62,6395.97,9904.36,94,0,5,0,3,Low,0.82,17214.81,0
C0637,Female,61,Ahmedabad,35,Sports,9,27.45,12,5.77,4294.01,22722.24,79,0,2,7,1,Low,0.38,61305.35,1
C0638,Male,32,Kolkata,38,Beauty,17,38.82,14,14.99,883.09,13865.79,39,0,2,5,4,High,0.41,31741.07,1
C0639,Male,31,Bangalore,53,Beauty,21,18.14,5,4.73,4594.93,22220.27,170,1,1,11,3,Low,0.14,69404.48,1
C0640,Male,23,Hyderabad,23,Toys,23,32.52,4,2.78,3977.37,12026.42,102,0,1,1,4,Medium,0.54,15690.09,1
C0641,Male,54,Pune,13,Electronics,20,36.91,16,8.47,1958.48,18211.41,92,0,4,0,4,High,0.33,20120.69,0
C0642,Male,49,Surat,33,Electronics,28,11.11,7,8.03,378.25,3248.31,21,1,1,0,0,Medium,0.59,6067.44,0
C0643,Male,20,Chennai,29,Books,21,40.77,3,7.02,2732.94,21048.59,175,0,5,3,1,Medium,0.45,58391.43,0
C0644,Male,20,Mumbai,53,Grocery,2,5.03,4,14.23,2298.06,33665.73,74,0,5,2,2,Medium,0.75,186660.22,0
C0645,Male,39,Kolkata,46,Sports,3,40.77,6,4.56,4018.41,16828.53,28,1,2,10,2,Medium,0.28,58560.87,0
C0646,Female,39,Ahmedabad,34,Grocery,23,9.04,3,4.75,6164.33,26878.58,149,1,1,5,2,Medium,0.17,62236.12,1
C0647,Female,27,Delhi,34,Fashion,26,16.5,1,2.53,3680.61,9883.92,113,1,4,9,3,High,0.7,32334.63,0
C0648,Female,20,Kolkata,27,Fashion,29,28.03,3,10.61,7627.08,76664.49,28,1,1,7,2,Medium,0.38,146262.21,1
C0649,Female,29,Hyderabad,15,Electronics,15,40.94,8,5.16,2004.11,9433.23,86,1,4,0,1,Medium,0.56,16504.45,0
C0650,Female,46,Pune,59,Beauty,7,13.0,16,12.14,2001.33,24161.42,102,0,2,11,2,High,0.94,104018.48,1
C0651,Male,34,Chennai,50,Fashion,4,34.83,7,14.59,4954.26,69603.08,19,1,5,6,4,High,0.48,378973.24,0
C0652,Female,24,Delhi,9,Fashion,12,32.55,18,1.13,7201.22,8280.84,63,1,1,7,4,Medium,0.15,4894.67,1
C0653,Female,30,Surat,26,Toys,1,8.87,9,14.9,5473.3,83185.68,116,0,1,4,4,Medium,0.43,141669.44,1
C0654,Female,19,Hyderabad,3,Grocery,17,22.62,3,4.18,5487.32,23769.62,38,1,5,7,2,High,0.48,7304.68,0
C0655,Male,21,Pune,36,Toys,4,22.7,18,6.59,6508.4,43546.08,46,1,5,10,1,High,0.77,142748.13,0
C0656,Male,27,Delhi,47,Grocery,4,15.1,16,11.78,5448.83,62658.51,152,0,3,0,1,Low,0.2,233968.56,1
C0657,Male,56,Surat,5,Books,22,35.54,1,10.15,6146.98,56447.98,92,0,3,1,2,Medium,0.35,25182.98,1
C0658,Male,41,Kolkata,20,Toys,23,41.82,16,11.79,6969.18,88823.58,173,0,3,3,1,Low,0.05,143713.25,1
C0659,Female,34,Hyderabad,20,Books,25,32.81,12,7.26,360.91,2529.51,9,0,5,0,2,Medium,0.7,4785.52,0
C0660,Female,23,Jaipur,5,Fashion,9,43.84,6,13.78,7119.3,98244.25,9,0,3,4,1,High,0.74,39603.94,0
C0661,Male,36,Surat,10,Electronics,26,4.17,9,11.95,1957.54,23658.99,21,0,1,9,0,Medium,0.46,15029.09,0
C0662,Female,22,Pune,16,Grocery,28,3.6,13,4.98,7323.21,35119.14,24,1,5,2,0,Low,0.54,58184.89,0
C0663,Female,49,Jaipur,25,Fashion,28,40.44,12,14.25,2349.61,32199.46,95,0,1,1,1,Low,0.75,55398.29,1
C0664,Male,27,Jaipur,44,Beauty,21,40.61,13,14.44,3805.34,52321.02,93,0,5,6,4,Medium,0.27,252143.69,0
C0665,Male,26,Mumbai,25,Grocery,10,6.61,18,6.52,7490.9,46333.71,40,0,2,1,0,Low,0.61,83445.28,0
C0666,Male,44,Pune,30,Fashion,27,17.37,19,9.95,1145.05,10323.18,132,0,1,8,3,Medium,0.96,24622.04,1
C0667,Male,30,Jaipur,14,Books,19,37.92,19,12.31,6038.68,81144.07,131,1,5,5,2,High,0.66,97423.76,0
C0668,Male,36,Kolkata,22,Toys,19,7.53,19,12.35,3321.85,41806.75,141,0,4,7,3,High,0.08,89028.66,0
C0669,Male,38,Hyderabad,43,Sports,15,13.5,6,0.7,485.58,313.26,21,1,5,2,1,Low,0.29,1432.39,0
C0670,Male,41,Hyderabad,28,Grocery,22,31.28,16,9.62,7531.32,73783.8,8,1,2,4,1,High,0.52,124761.64,0
C0671,Male,55,Kolkata,30,Sports,17,44.22,7,14.62,1207.28,16705.24,120,0,5,2,4,Low,0.07,49401.74,0
C0672,Female,21,Mumbai,19,Grocery,7,36.28,7,3.85,6260.89,23191.75,110,1,2,8,0,Medium,0.68,29534.67,1
C0673,Male,41,Chennai,38,Grocery,3,35.42,19,12.04,3258.88,41600.3,129,0,3,0,0,High,0.65,130085.08,1
C0674,Female,52,Mumbai,42,Toys,5,16.73,16,8.25,6541.49,58131.43,14,1,1,7,3,Low,0.88,140535.7,1
C0675,Male,20,Hyderabad,20,Books,16,30.44,17,3.71,6077.21,23447.51,76,1,2,5,0,Low,0.5,28650.94,0
C0676,Female,21,Chennai,35,Home Decor,23,6.86,19,1.24,5175.78,6973.23,36,1,4,6,1,Medium,0.69,23255.47,0
C0677,Male,54,Mumbai,22,Home Decor,7,44.67,16,11.52,7532.01,93797.49,150,1,1,1,4,High,0.18,129720.9,1
C0678,Male,57,Jaipur,15,Sports,16,22.67,16,5.09,1061.71,5459.41,117,0,5,6,2,Low,0.0,7464.79,0
C0679,Female,52,Chennai,11,Electronics,9,29.47,19,5.95,6449.06,41501.88,164,1,5,0,3,Low,0.17,45954.78,1
C0680,Female,48,Hyderabad,54,Fashion,1,39.68,15,7.54,5465.05,41577.32,45,0,2,6,3,Medium,0.06,137900.81,1
C0681,Female,61,Kolkata,34,Electronics,3,2.04,3,7.85,2723.35,19686.31,144,1,4,10,2,Low,0.43,66310.28,1
C0682,Male,42,Ahmedabad,57,Electronics,25,43.97,15,3.49,4503.99,16754.66,11,0,2,7,1,Low,0.47,57393.45,0
C0683,Male,57,Jaipur,24,Home Decor,8,17.44,16,10.22,5263.63,49826.46,67,1,4,1,3,Low,0.64,116879.11,1
C0684,Female,30,Jaipur,6,Fashion,18,16.6,5,10.54,5969.29,60600.49,98,0,2,9,0,Medium,0.14,22804.52,0
C0685,Female,21,Ahmedabad,17,Home Decor,24,8.24,19,2.56,1740.36,4348.21,153,1,3,1,0,Medium,0.21,6411.09,0
C0686,Female,63,Surat,28,Toys,24,38.9,10,8.23,1086.27,9489.43,90,0,3,2,0,High,0.8,22499.4,0
C0687,Female,31,Bangalore,50,Toys,18,39.45,13,9.33,1085.83,9286.97,159,0,3,9,4,Low,0.58,41388.89,1
C0688,Male,30,Delhi,31,Home Decor,24,2.86,15,3.2,2562.79,8110.62,113,1,2,3,2,Medium,0.03,16277.9,1
C0689,Female,44,Pune,36,Books,19,4.4,12,13.47,1487.13,19778.1,90,1,1,7,1,Medium,0.85,52062.66,1
C0690,Male,23,Mumbai,55,Home Decor,7,41.49,17,7.5,4424.44,33728.57,89,1,5,11,0,Low,0.63,166500.77,0
C0691,Male,34,Bangalore,9,Beauty,29,7.28,15,2.17,3665.21,7721.05,11,1,1,2,0,Medium,0.19,4746.63,0
C0692,Male,53,Mumbai,10,Electronics,25,28.7,4,5.35,7176.61,38987.39,80,1,5,5,4,High,0.25,36495.1,0
C0693,Female,57,Bangalore,21,Books,20,28.64,15,7.42,5824.0,47413.57,84,0,4,9,0,High,0.55,88602.64,0
C0694,Male,52,Chennai,58,Books,27,39.4,17,0.65,1884.75,1120.11,106,0,3,10,4,Medium,0.56,5815.61,1
C0695,Male,34,Kolkata,34,Electronics,6,26.62,11,0.96,652.1,672.92,116,1,3,7,2,High,0.81,1789.72,1
C0696,Female,58,Pune,31,Books,25,20.66,15,1.31,5760.5,7257.43,166,1,5,9,3,High,0.36,23174.67,0
C0697,Male,19,Pune,29,Electronics,27,43.9,7,8.3,6812.87,56159.1,2,1,3,1,0,High,0.55,149993.68,0
C0698,Female,30,Mumbai,43,Beauty,11,11.84,13,5.37,5697.65,32071.84,54,1,1,3,0,High,0.58,79386.18,1
C0699,Male,19,Ahmedabad,43,Grocery,5,13.3,13,13.45,5257.22,76508.31,93,1,2,0,2,Low,0.56,213146.41,1
C0700,Female,45,Chennai,11,Books,12,5.65,2,8.61,2219.73,17235.38,7,0,3,10,3,Low,0.07,15945.98,0
